CSID,CaseMasterID,csdate,cstype,PolicePersonID
5052,22760,2025-05-07 09:43:14,A,84
5053,38170,2024-08-31 20:24:53,A,662
5054,35551,2025-09-03 08:30:00,A,99
5055,17101,2023-10-26 20:59:28,A,944
5056,6826,2024-10-03 14:34:32,A,354
5057,5021,2024-09-04 02:39:26,A,992
5058,9147,2023-05-30 21:57:45,A,561
5059,17039,2023-07-13 06:07:35,A,957
5060,29035,2025-04-21 06:01:36,A,729
5061,15061,2024-05-27 01:36:15,A,437
5062,11769,2024-10-18 06:29:31,A,572
5063,15035,2025-01-24 13:16:13,A,1046
5064,21305,2025-08-25 05:10:55,A,183
5065,439,2023-09-17 03:01:14,A,505
5066,11574,2023-09-26 13:57:44,A,1328
5067,11114,2023-07-18 10:16:59,A,797
5068,25067,2024-11-15 11:45:10,A,584
5069,23777,2024-01-16 04:42:49,A,142
5070,18046,2024-02-01 21:53:03,A,518
5071,14781,2025-03-29 14:10:12,A,29
5072,135,2024-01-05 09:58:05,A,1177
5073,30368,2024-03-22 23:06:25,A,1281
5074,25088,2024-12-28 10:25:04,A,1192
5075,14096,2025-06-27 23:38:23,A,1240
5076,25015,2024-01-09 23:58:06,A,59
5077,3645,2024-03-19 05:16:41,A,191
5078,36632,2025-04-21 16:30:40,A,1415
5079,10085,2023-03-27 20:19:54,A,508
5080,23677,2023-08-13 15:43:16,A,270
5081,22388,2023-10-31 12:57:36,A,3
5082,34302,2023-12-31 13:34:58,A,311
5083,23280,2023-04-26 11:49:49,A,1255
5084,17158,2024-10-25 17:58:51,A,349
5085,23362,2024-11-30 20:46:09,A,945
5086,33351,2025-02-22 16:57:57,A,349
5087,35221,2024-02-13 01:43:28,A,214
5088,7122,2025-12-22 11:33:03,A,1020
5089,8153,2024-01-14 04:49:27,A,899
5090,10515,2025-01-23 11:03:32,A,1249
5091,18872,2023-10-12 08:12:53,A,139
5092,17146,2023-12-14 22:35:59,A,1143
5093,14878,2024-05-06 15:59:33,A,807
5094,14654,2023-04-28 17:34:07,A,772
5095,19658,2023-06-28 07:48:03,A,379
5096,9551,2024-02-22 14:27:00,A,483
5097,18239,2025-06-24 01:20:45,A,1402
5098,6875,2026-01-20 12:53:33,A,391
5099,12976,2023-03-16 00:09:43,A,988
5100,1827,2023-05-05 21:17:48,A,1459
5101,6419,2023-05-19 11:08:09,A,945
5102,19480,2024-08-26 12:33:20,A,808
5103,15566,2025-04-02 12:06:36,A,174
5104,15013,2025-11-01 20:00:56,A,639
5105,34822,2025-03-13 13:02:46,A,1184
5106,30127,2025-05-03 19:34:22,A,500
5107,6323,2025-06-07 16:40:26,A,465
5108,21635,2023-06-21 00:04:24,A,974
5109,12581,2025-04-30 08:07:52,A,1157
5110,32863,2023-04-17 21:24:26,A,1290
5111,15750,2023-11-02 09:43:52,A,298
5112,1823,2024-03-17 09:36:04,A,638
5113,21351,2026-01-19 10:49:43,A,1298
5114,28017,2023-06-06 05:09:04,A,527
5115,17364,2025-04-17 13:10:45,A,947
5116,31975,2025-11-16 09:04:09,A,712
5117,8935,2024-01-19 00:24:51,A,9
5118,37675,2025-06-12 01:30:44,A,1455
5119,26860,2025-01-19 12:57:42,A,88
5120,27604,2025-01-13 22:41:32,A,494
5121,22722,2025-08-26 20:47:29,A,1403
5122,17424,2024-03-17 08:54:46,A,469
5123,22659,2024-05-02 08:28:56,A,132
5124,36601,2025-04-07 14:07:30,A,245
5125,28027,2025-07-05 03:07:20,A,1294
5126,23847,2024-02-13 22:09:00,A,914
5127,7403,2024-05-27 00:26:28,A,419
5128,34100,2024-07-06 00:10:53,A,6
5129,35556,2024-06-27 13:37:48,A,1408
5130,9135,2024-08-10 17:55:07,A,1167
5131,35238,2025-04-06 22:08:10,A,392
5132,12767,2025-06-18 13:57:38,A,305
5133,26207,2025-08-29 00:49:33,A,818
5134,11789,2024-08-08 19:21:42,A,1411
5135,28239,2024-07-07 10:25:49,A,1048
5136,31430,2025-07-08 03:46:13,A,351
5137,10938,2026-01-28 06:03:27,A,847
5138,17,2023-08-01 16:41:02,A,490
5139,30025,2025-08-21 22:22:23,A,1081
5140,15119,2023-05-01 08:06:35,A,684
5141,34748,2025-05-19 19:14:48,A,644
5142,30285,2025-09-08 07:41:31,A,1282
5143,11947,2025-01-06 11:55:50,A,1192
5144,5569,2025-03-24 16:45:42,A,794
5145,27582,2024-10-19 07:33:53,A,639
5146,35609,2024-11-24 23:09:42,A,1104
5147,39027,2024-04-25 05:18:55,A,17
5148,21382,2025-05-30 02:07:45,A,108
5149,12045,2025-08-22 01:54:56,A,546
5150,23899,2025-11-21 04:59:50,A,50
5151,39633,2023-08-15 05:05:37,A,326
5152,7775,2025-10-12 20:04:09,A,535
5153,25073,2025-10-20 20:22:21,A,795
5154,11685,2025-10-10 14:22:01,A,334
5155,18082,2023-03-01 13:49:50,A,1486
5156,23320,2025-02-09 07:06:23,A,1280
5157,34600,2023-04-12 05:29:22,A,870
5158,13991,2025-02-01 22:15:57,A,1260
5159,16272,2025-08-14 02:02:51,A,854
5160,35655,2025-12-19 10:22:03,A,1034
5161,19855,2024-04-08 08:43:54,A,1201
5162,33637,2025-12-22 07:32:24,A,1126
5163,1052,2026-02-01 21:00:23,A,429
5164,22758,2024-04-13 07:08:05,A,314
5165,24514,2025-09-06 02:34:44,A,744
5166,34054,2025-10-25 18:21:56,A,1136
5167,18764,2024-04-10 07:24:18,A,736
5168,28001,2025-04-10 09:14:45,A,1446
5169,22794,2025-06-08 21:19:27,A,821
5170,13519,2025-09-17 11:56:20,A,764
5171,1821,2025-12-10 11:41:29,A,338
5172,35794,2023-05-19 21:47:13,A,1170
5173,39572,2023-10-23 08:16:57,A,1370
5174,11137,2024-06-01 06:48:19,A,901
5175,8916,2026-01-06 10:57:06,A,750
5176,35286,2025-10-20 11:05:57,A,281
5177,25262,2025-08-12 20:57:33,A,1254
5178,18,2025-09-14 12:02:20,A,487
5179,17010,2023-08-22 11:12:30,A,1096
5180,16358,2024-04-08 08:20:45,A,235
5181,16213,2026-01-21 13:43:29,A,530
5182,4811,2026-01-21 11:17:33,A,1461
5183,34911,2025-09-10 04:11:26,A,1092
5184,24164,2026-02-03 15:45:02,A,990
5185,10139,2026-02-26 05:09:07,A,505
5186,5564,2023-08-23 07:25:06,A,196
5187,6721,2023-12-30 15:35:14,A,686
5188,24700,2024-04-14 21:35:58,A,947
5189,8710,2024-06-29 18:08:15,A,907
5190,26261,2025-06-23 22:49:02,A,490
5191,440,2023-09-09 16:33:16,A,645
5192,35058,2024-03-21 09:27:55,A,648
5193,35521,2024-06-06 13:24:55,A,378
5194,19197,2025-03-16 07:59:52,A,604
5195,15670,2023-11-06 02:21:49,A,930
5196,35498,2025-11-18 03:05:21,A,796
5197,2271,2025-12-01 14:01:09,A,787
5198,30140,2025-05-07 08:50:17,A,378
5199,2925,2023-09-09 19:55:20,A,1209
5200,1353,2024-01-30 07:09:56,A,1353
5201,24904,2025-09-25 00:26:28,A,262
5202,2181,2024-02-19 00:31:46,A,283
5203,39747,2025-01-29 22:59:53,A,836
5204,37328,2025-08-13 18:43:32,A,1020
5205,29359,2023-11-08 00:51:34,A,534
5206,14060,2024-09-30 08:53:22,A,119
5207,34958,2025-04-14 00:28:10,A,1192
5208,17161,2026-02-10 09:15:35,A,432
5209,19433,2023-05-26 03:48:11,A,1129
5210,14075,2025-03-16 00:39:57,A,598
5211,8307,2026-01-15 17:00:32,A,1033
5212,30017,2023-04-17 16:46:32,A,528
5213,12412,2025-05-07 18:11:00,A,69
5214,39882,2025-07-27 07:37:01,A,688
5215,695,2025-02-05 01:05:04,A,257
5216,39416,2026-03-05 14:14:05,A,744
5217,27603,2025-12-10 11:30:47,A,1485
5218,27564,2024-05-05 22:42:52,A,1411
5219,38225,2024-04-17 06:21:46,A,346
5220,38081,2025-07-19 01:43:45,A,1211
5221,2264,2023-03-26 12:38:43,A,1011
5222,1820,2023-09-04 17:20:27,A,1232
5223,35545,2024-03-19 15:07:18,A,1484
5224,12920,2024-08-22 20:04:52,A,256
5225,14681,2025-08-14 01:24:58,A,1016
5226,38687,2026-03-01 23:23:24,A,1396
5227,9454,2024-10-27 07:06:42,A,1374
5228,31822,2025-08-02 17:26:01,A,939
5229,35579,2025-05-14 01:13:54,A,895
5230,31492,2025-04-26 02:15:13,A,777
5231,36373,2025-02-21 06:21:31,A,893
5232,4236,2025-12-12 16:22:01,A,576
5233,39676,2026-01-02 10:58:59,A,800
5234,11404,2025-06-19 18:31:48,A,676
5235,36941,2025-12-09 23:28:10,A,876
5236,15701,2023-08-03 14:29:23,A,1435
5237,29801,2024-02-05 02:17:14,A,1173
5238,34354,2024-02-28 03:14:48,A,941
5239,2165,2025-06-07 09:17:42,A,5
5240,12393,2023-03-11 01:39:13,A,87
5241,32214,2023-11-10 17:13:43,A,1346
5242,33668,2024-01-20 19:24:08,A,142
5243,39677,2024-01-01 15:03:31,A,1372
5244,34746,2024-01-30 12:46:01,A,199
5245,37931,2023-07-20 08:17:46,A,1449
5246,33287,2023-07-18 09:07:19,A,827
5247,11909,2024-05-12 14:51:32,A,1463
5248,6717,2025-08-15 05:30:24,A,351
5249,2130,2024-02-17 19:53:05,A,1011
5250,5819,2025-12-10 17:27:27,A,735
5251,28774,2023-06-20 16:06:45,A,1371
5252,18540,2024-02-21 03:36:54,A,86
5253,33739,2025-09-22 03:20:44,A,1470
5254,31768,2023-04-14 02:57:54,A,752
5255,4058,2023-06-08 16:36:45,A,27
5256,3322,2023-12-04 02:27:09,A,1128
5257,19817,2024-05-21 02:01:58,A,1446
5258,12345,2025-02-04 13:55:44,A,200
5259,24532,2025-09-18 00:29:34,A,911
5260,36255,2023-02-27 01:01:37,A,289
5261,36945,2024-12-05 21:33:58,A,1181
5262,35878,2025-01-01 08:29:03,A,730
5263,4615,2025-09-07 14:40:20,A,890
5264,32535,2025-12-14 09:40:55,A,1034
5265,32149,2024-03-10 07:35:39,A,548
5266,6841,2024-10-19 16:16:17,A,862
5267,22903,2025-08-12 22:02:44,A,1233
5268,8115,2023-04-17 14:06:44,A,923
5269,16063,2024-05-04 03:45:09,A,722
5270,36515,2024-09-03 13:22:55,A,24
5271,4508,2025-04-05 06:04:35,A,1078
5272,18950,2026-02-19 15:04:03,A,38
5273,10177,2023-09-27 04:38:24,A,791
5274,28770,2025-01-17 10:40:55,A,135
5275,19783,2025-02-25 04:49:25,A,873
5276,2854,2025-04-11 02:35:44,A,102
5277,4621,2025-11-05 22:03:45,A,706
5278,21287,2024-12-08 19:24:19,A,1460
5279,1868,2025-02-14 09:26:15,A,1013
5280,5651,2025-05-10 22:05:05,A,1308
5281,5292,2025-10-21 03:31:12,A,144
5282,2664,2026-01-06 12:43:44,A,1196
5283,1278,2023-08-22 10:55:08,A,380
5284,5240,2024-01-02 11:44:03,A,1227
5285,358,2024-06-18 16:19:45,A,489
5286,32999,2025-09-20 11:17:40,A,65
5287,22669,2024-04-16 09:14:25,A,1149
5288,7079,2025-05-16 02:23:34,A,1039
5289,25850,2023-05-15 07:39:41,A,202
5290,34057,2023-08-01 19:24:48,A,788
5291,18234,2023-10-02 08:15:29,A,991
5292,2129,2025-05-09 07:49:55,A,758
5293,15144,2023-04-16 08:23:55,A,117
5294,31265,2024-08-29 03:27:49,A,1396
5295,13194,2026-02-11 02:25:54,A,732
5296,3957,2023-12-05 22:28:04,A,1381
5297,15009,2024-06-13 21:27:11,A,46
5298,27510,2024-06-16 19:08:19,A,1091
5299,17249,2025-10-06 12:14:19,A,925
5300,28301,2025-11-22 01:34:45,A,318
5301,21601,2025-04-26 19:57:18,A,218
5302,3317,2023-07-19 20:39:28,A,1450
5303,9394,2023-08-11 00:07:42,A,490
5304,8954,2024-10-31 02:02:22,A,262
5305,27639,2025-03-30 12:30:11,A,222
5306,32560,2025-03-31 15:57:04,A,837
5307,18677,2025-09-10 17:08:38,A,794
5308,8774,2023-10-26 17:51:59,A,1300
5309,2901,2024-11-07 05:20:25,A,1236
5310,32310,2025-10-13 00:06:22,A,1386
5311,3808,2023-05-23 17:28:36,A,1067
5312,4252,2023-05-13 08:02:23,A,352
5313,1938,2025-06-24 15:24:10,A,1287
5314,19494,2023-10-18 08:40:03,A,868
5315,18658,2024-03-21 19:00:28,A,782
5316,17363,2025-01-10 13:28:11,A,885
5317,11753,2024-09-28 02:19:21,A,687
5318,4616,2025-09-12 04:55:52,A,1160
5319,5844,2025-10-02 11:32:52,A,1050
5320,1685,2023-09-02 17:56:57,A,942
5321,14360,2024-01-23 10:17:03,A,492
5322,23035,2026-01-15 14:49:21,A,1235
5323,30753,2023-12-01 14:40:17,A,824
5324,5643,2025-03-27 22:39:39,A,246
5325,26700,2024-05-03 07:05:21,A,572
5326,25870,2026-01-22 09:42:38,A,553
5327,23241,2025-01-02 18:22:34,A,145
5328,33455,2025-07-07 09:01:48,A,355
5329,3462,2025-09-15 23:25:55,A,144
5330,1112,2024-02-16 01:03:56,A,1242
5331,2045,2025-08-28 18:04:16,A,313
5332,15742,2025-11-24 16:50:27,A,699
5333,14301,2025-12-24 20:24:41,A,1092
5334,36518,2023-07-12 06:40:29,A,1313
5335,1111,2024-04-11 16:07:31,A,363
5336,9858,2025-01-31 15:14:50,A,1041
5337,6897,2025-08-15 12:46:47,A,1098
5338,13220,2025-09-19 06:35:09,A,1109
5339,22614,2025-11-29 08:18:42,A,559
5340,20954,2026-01-01 10:26:42,A,82
5341,8936,2023-03-22 15:20:13,A,1010
5342,8644,2024-03-21 09:35:45,A,884
5343,19998,2023-05-11 12:08:25,A,831
5344,13097,2023-04-30 19:57:48,A,1315
5345,2137,2023-11-24 12:08:37,A,160
5346,2860,2024-11-13 17:06:37,A,250
5347,27117,2024-06-10 11:27:00,A,231
5348,4015,2024-12-01 22:22:31,A,773
5349,5842,2025-04-08 11:11:06,A,532
5350,36084,2025-10-25 03:17:50,A,1487
5351,8446,2023-07-15 22:02:36,A,204
5352,32251,2026-02-26 16:56:44,A,1130
5353,30701,2023-09-06 10:29:12,A,689
5354,5825,2024-11-14 13:04:14,A,703
5355,30866,2025-07-22 18:23:32,A,1156
5356,2837,2025-03-25 14:35:35,A,1154
5357,38741,2026-02-13 09:53:28,A,1136
5358,5655,2024-10-21 01:34:17,A,685
5359,5642,2025-08-28 02:14:19,A,1209
5360,32423,2023-10-26 09:05:28,A,456
5361,29810,2024-10-26 13:49:37,A,201
5362,2499,2024-10-01 06:33:20,A,1055
5363,4614,2024-12-27 10:05:20,A,1096
5364,5832,2025-01-22 03:54:18,A,1421
5365,9204,2024-01-04 07:08:49,A,390
5366,30548,2025-11-02 15:15:16,A,180
5367,28330,2024-09-14 20:38:40,A,1229
5368,14638,2025-05-19 18:42:02,A,1174
5369,7284,2025-12-20 08:20:09,A,1463
5370,34714,2024-01-02 23:54:10,A,665
5371,1788,2025-10-24 10:39:31,A,259
5372,23322,2024-09-09 23:57:46,A,1395
5373,36656,2025-10-01 23:56:05,A,392
5374,22042,2023-11-12 16:43:31,A,411
5375,39678,2024-02-10 15:19:53,A,205
5376,7401,2026-02-03 18:30:45,A,1111
5377,19187,2024-05-30 13:20:52,A,643
5378,8037,2024-06-12 22:49:18,A,398
5379,26939,2025-04-03 18:35:06,A,1196
5380,18865,2024-10-07 02:36:34,A,1114
5381,31687,2025-02-05 08:53:13,A,177
5382,3809,2023-08-17 11:13:06,A,1214
5383,15826,2023-09-10 18:21:10,A,443
5384,5829,2024-11-28 03:30:17,A,193
5385,3952,2025-02-04 21:50:03,A,526
5386,38709,2023-03-10 20:57:27,A,221
5387,3530,2023-04-28 10:00:14,A,859
5388,35342,2024-07-17 10:03:53,A,104
5389,28735,2024-01-07 20:30:48,A,595
5390,11084,2024-02-15 12:34:20,A,1012
5391,4456,2025-10-15 03:22:02,A,1142
5392,15168,2025-12-24 14:08:51,A,803
5393,21958,2023-04-06 13:13:49,A,287
5394,34236,2025-03-05 02:02:30,A,161
5395,5663,2023-07-13 04:24:56,A,873
5396,29212,2024-07-14 00:45:15,A,100
5397,13322,2024-04-06 18:33:33,A,936
5398,5821,2024-05-09 12:36:56,A,981
5399,30200,2025-02-21 10:05:43,A,187
5400,23370,2023-06-18 22:00:07,A,603
5401,5833,2024-07-17 14:37:58,A,1251
5402,4817,2025-05-15 19:02:24,A,64
5403,8971,2023-07-11 14:06:31,A,623
5404,2133,2023-11-11 02:33:05,A,851
5405,6940,2024-02-14 20:08:41,A,1064
5406,35036,2025-01-13 09:12:45,A,661
5407,38282,2025-08-17 21:13:04,A,770
5408,5837,2025-12-29 18:17:21,A,1061
5409,7012,2026-01-16 00:00:31,A,1052
5410,9898,2026-02-15 16:27:12,A,998
5411,3958,2024-08-22 12:11:02,A,1059
5412,29723,2025-03-20 10:46:48,A,773
5413,14889,2025-02-21 04:05:20,A,1155
5414,3320,2023-04-08 14:23:49,A,1400
5415,8942,2024-09-30 19:43:53,A,1056
5416,38669,2026-01-10 17:07:05,A,817
5417,19463,2023-06-09 23:18:08,A,219
5418,3954,2024-11-04 03:10:01,A,754
5419,20513,2025-01-08 03:35:07,A,759
5420,11435,2023-04-26 14:19:57,A,108
5421,36703,2023-10-06 17:51:56,A,133
5422,14172,2023-12-19 04:40:49,A,149
5423,27660,2023-03-25 17:45:07,A,775
5424,24455,2023-07-30 02:12:02,A,660
5425,7042,2024-09-03 13:44:30,A,1382
5426,38504,2024-10-20 23:01:16,A,573
5427,30016,2025-04-07 07:53:06,A,330
5428,17812,2023-08-13 19:33:31,A,1307
5429,6448,2024-05-28 18:21:00,A,613
5430,2615,2024-07-09 18:51:05,A,137
5431,6650,2025-05-12 16:02:39,A,275
5432,3329,2023-10-13 07:31:51,A,808
5433,9450,2024-02-26 22:40:25,A,93
5434,31958,2025-12-26 14:47:58,A,602
5435,5469,2024-02-25 09:51:46,A,223
5436,38565,2024-07-11 08:53:47,A,1490
5437,32390,2025-03-17 22:37:33,A,465
5438,4509,2025-12-23 22:12:01,A,37
5439,3339,2026-02-27 21:00:38,A,809
5440,21780,2024-04-16 15:55:37,A,783
5441,30478,2024-03-23 00:04:42,A,827
5442,9139,2025-10-07 23:19:23,A,510
5443,7725,2026-02-28 21:00:52,A,818
5444,5664,2023-05-27 04:16:46,A,201
5445,3328,2024-02-03 19:40:12,A,1201
5446,24244,2025-12-19 02:58:07,A,668
5447,38919,2023-05-18 09:08:31,A,1279
5448,37057,2024-07-21 09:12:44,A,1015
5449,37273,2025-09-15 04:00:04,A,1054
5450,10928,2023-04-27 20:48:48,A,65
5451,11293,2023-08-12 00:10:57,A,1347
5452,29106,2024-05-17 08:49:26,A,1001
5453,16787,2025-01-10 13:56:25,A,310
5454,3316,2023-12-14 08:50:52,A,1432
5455,37483,2023-09-10 11:59:29,A,189
5456,24575,2025-06-21 18:41:07,A,108
5457,14095,2024-02-07 13:56:04,A,423
5458,25519,2026-01-23 05:57:40,A,1302
5459,23393,2024-06-16 23:03:59,A,372
5460,3914,2024-08-17 03:02:15,A,1332
5461,3184,2024-12-27 07:04:19,A,1307
5462,16993,2025-03-01 20:48:19,A,721
5463,15565,2024-08-04 03:15:39,A,985
5464,9122,2023-12-06 06:53:52,A,387
5465,15643,2024-08-18 05:11:12,A,275
5466,2603,2023-08-18 05:41:14,A,66
5467,36588,2025-01-22 07:46:11,A,878
5468,23409,2025-02-18 02:15:22,A,1430
5469,4034,2026-03-16 07:53:30,A,710
5470,39379,2026-02-10 13:14:04,A,970
5471,2992,2023-12-27 04:39:37,A,264
5472,12710,2024-06-08 20:33:04,A,351
5473,29450,2024-09-01 16:39:26,A,1177
5474,39369,2025-08-19 05:45:53,A,820
5475,18095,2026-03-17 21:29:24,A,876
5476,649,2025-02-23 05:41:56,A,11
5477,23823,2025-08-11 07:07:26,A,1248
5478,21612,2023-10-02 09:13:15,A,76
5479,16368,2023-10-13 10:31:00,A,363
5480,30143,2024-04-27 04:29:36,A,890
5481,26651,2025-10-30 09:13:08,A,1073
5482,26631,2025-11-21 01:11:24,A,1379
5483,28259,2024-04-26 18:32:52,A,540
5484,4290,2025-06-09 01:45:17,A,118
5485,2976,2025-08-07 00:06:25,A,66
5486,12021,2024-07-30 11:06:14,A,695
5487,4788,2025-04-18 14:54:45,A,48
5488,4296,2024-02-14 13:31:11,A,824
5489,39039,2023-11-05 06:26:11,A,1139
5490,7231,2024-11-05 03:42:45,A,824
5491,3852,2024-06-16 13:20:33,A,189
5492,1795,2025-11-12 15:57:09,A,365
5493,2948,2024-02-22 08:15:29,A,949
5494,16342,2025-09-27 01:08:21,A,1034
5495,24004,2023-04-26 16:41:52,A,256
5496,27825,2023-06-01 19:59:28,A,1477
5497,32648,2023-09-18 17:15:10,A,932
5498,15510,2024-03-22 03:13:50,A,741
5499,36501,2026-02-09 00:21:55,A,542
5500,3634,2024-12-14 06:20:21,A,719
5501,31208,2025-12-27 01:26:31,A,63
5502,9869,2023-08-15 08:18:19,A,274
5503,23543,2024-02-20 04:17:30,A,702
5504,13526,2024-10-02 04:12:31,A,308
5505,25265,2024-08-28 05:35:19,A,561
5506,26703,2026-02-07 10:11:36,A,1022
5507,15741,2024-10-15 16:22:32,A,313
5508,2989,2025-04-22 15:07:38,A,958
5509,12562,2023-11-23 02:17:39,A,1218
5510,4193,2025-11-20 21:01:25,A,1282
5511,28525,2026-02-08 11:20:38,A,963
5512,23562,2023-04-09 11:32:01,A,1076
5513,27024,2024-10-18 11:00:57,A,812
5514,858,2025-03-24 19:14:08,A,1223
5515,28484,2024-02-08 02:54:12,A,683
5516,23627,2024-03-19 18:22:52,A,1174
5517,7259,2025-04-17 13:55:23,A,1410
5518,7313,2025-08-08 02:33:24,A,739
5519,28273,2024-09-10 01:06:43,A,1025
5520,22850,2026-03-02 14:35:29,A,657
5521,35321,2023-09-05 10:07:41,A,1070
5522,22771,2025-05-18 21:56:31,A,145
5523,26891,2025-10-26 00:22:13,A,1057
5524,16534,2023-12-26 08:03:50,A,1337
5525,3848,2024-07-21 18:22:12,A,792
5526,13285,2025-12-04 10:47:59,A,824
5527,16148,2026-02-22 05:04:18,A,1396
5528,25312,2025-12-01 02:34:50,A,864
5529,11309,2023-10-05 00:26:11,A,795
5530,22714,2024-04-22 00:14:36,A,1370
5531,483,2024-07-12 21:48:29,A,1409
5532,25418,2025-11-25 12:29:35,A,617
5533,10819,2024-12-10 03:06:54,A,1007
5534,37889,2025-06-16 04:14:24,A,1069
5535,24046,2023-07-31 17:01:11,A,1254
5536,27173,2023-11-28 04:17:38,A,1192
5537,8228,2024-03-07 03:50:58,A,1317
5538,2448,2023-04-02 11:00:50,A,1206
5539,22599,2023-11-15 02:59:56,A,1157
5540,10068,2024-05-14 21:17:20,A,1188
5541,10104,2024-08-07 10:12:45,A,240
5542,26440,2025-12-18 21:40:59,A,1242
5543,15777,2025-08-02 10:44:50,A,1083
5544,28822,2023-03-19 17:35:34,A,880
5545,22750,2023-04-23 14:16:26,A,383
5546,39980,2025-06-29 20:01:04,A,415
5547,31828,2025-07-22 08:16:39,A,1066
5548,2988,2025-07-25 13:43:48,A,244
5549,22129,2025-08-04 02:06:14,A,530
5550,6640,2023-09-14 02:00:59,A,196
5551,18489,2024-03-26 04:47:23,A,976
5552,13643,2025-04-20 00:16:03,A,568
5553,13785,2025-10-14 02:09:04,A,1051
5554,14961,2023-09-22 06:46:00,A,796
5555,11350,2024-03-20 09:14:49,A,953
5556,24732,2025-07-19 00:09:21,A,83
5557,290,2025-08-09 09:08:12,A,77
5558,26339,2023-12-31 18:43:18,A,758
5559,8597,2025-10-12 07:07:25,A,435
5560,9390,2026-02-10 09:28:05,A,395
5561,35938,2026-02-19 14:08:39,A,755
5562,38918,2023-11-19 10:09:24,A,503
5563,288,2024-01-02 14:22:09,A,1341
5564,10261,2024-02-25 09:49:44,A,1369
5565,19304,2025-08-10 20:00:49,A,780
5566,31830,2023-10-14 14:56:48,A,1005
5567,35926,2024-04-06 02:54:44,A,1186
5568,24541,2025-03-01 08:55:11,A,1424
5569,31335,2025-08-13 08:40:51,A,627
5570,3092,2023-06-16 18:05:56,A,357
5571,19064,2023-07-23 02:07:51,A,1163
5572,14475,2024-11-04 19:05:21,A,153
5573,36769,2024-12-18 06:08:45,A,230
5574,38217,2025-01-10 22:21:58,A,1315
5575,37589,2025-04-28 21:39:35,A,617
5576,28771,2023-12-22 15:54:45,A,341
5577,26350,2023-12-20 11:00:03,A,494
5578,15821,2023-12-30 16:47:13,A,1487
5579,36544,2024-10-29 04:45:51,A,916
5580,291,2026-02-02 00:15:15,A,988
5581,14743,2023-08-20 20:43:23,A,395
5582,32022,2023-12-22 21:30:48,A,684
5583,14807,2025-07-05 19:20:14,A,937
5584,5063,2023-07-11 13:52:31,A,989
5585,16391,2024-12-27 04:26:51,A,1223
5586,11171,2024-06-08 14:52:58,A,454
5587,549,2025-10-20 05:25:33,A,1395
5588,33794,2025-04-23 06:28:07,A,1088
5589,4050,2023-10-20 07:46:41,A,1463
5590,26001,2025-02-10 06:49:57,A,652
5591,27800,2024-02-16 15:35:32,A,605
5592,6248,2025-03-31 10:33:48,A,324
5593,25244,2025-09-16 03:29:55,A,1206
5594,38370,2023-05-07 05:57:42,A,865
5595,31397,2023-07-18 18:57:50,A,1401
5596,3173,2023-08-25 17:41:22,A,1124
5597,17627,2025-05-21 04:29:30,A,1358
5598,22407,2026-01-17 03:50:14,A,867
5599,19348,2023-09-09 13:10:01,A,385
5600,36802,2025-01-29 20:21:02,A,685
5601,2814,2025-10-19 09:43:51,A,653
5602,22740,2025-10-13 10:31:03,A,726
5603,39112,2026-01-29 05:15:38,A,257
5604,14908,2023-06-21 16:44:16,A,1045
5605,13329,2023-11-17 21:52:35,A,184
5606,32784,2025-05-24 08:20:15,A,784
5607,17088,2024-04-13 20:07:22,A,1422
5608,21244,2025-11-17 06:28:01,A,595
5609,32172,2023-08-03 19:40:26,A,910
5610,21379,2025-01-27 19:34:31,A,951
5611,33568,2023-06-23 16:51:16,A,480
5612,8127,2024-03-21 09:46:47,A,918
5613,20722,2025-04-09 16:51:57,A,118
5614,17603,2026-01-06 21:39:54,A,315
5615,22463,2024-04-19 15:04:52,A,996
5616,20201,2023-09-23 12:38:55,A,1214
5617,7768,2023-10-01 22:49:11,A,637
5618,19514,2024-02-26 13:14:58,A,965
5619,17662,2026-01-02 10:59:14,A,591
5620,10481,2024-04-30 17:52:23,A,579
5621,22958,2025-01-18 13:17:13,A,1246
5622,25057,2023-06-04 06:52:38,A,162
5623,7454,2024-06-12 14:50:00,A,1199
5624,22609,2024-03-31 19:21:49,A,67
5625,37198,2026-02-12 04:36:13,A,400
5626,29436,2026-02-06 06:15:20,A,288
5627,36912,2023-05-02 03:30:37,A,346
5628,13613,2023-05-10 09:53:47,A,567
5629,12191,2023-09-07 09:47:26,A,307
5630,18900,2024-09-28 02:30:02,A,305
5631,22454,2024-10-06 08:49:03,A,712
5632,6401,2025-02-05 23:54:15,A,327
5633,12662,2025-06-30 23:46:24,A,1341
5634,20701,2024-09-24 08:54:16,A,452
5635,28360,2025-02-27 22:18:02,A,440
5636,9677,2025-02-13 07:23:33,A,533
5637,6076,2025-09-08 18:25:15,A,253
5638,17878,2023-05-24 19:55:50,A,1146
5639,4051,2023-10-24 07:03:28,A,363
5640,9714,2024-01-20 04:40:03,A,1333
5641,17529,2024-04-20 19:37:59,A,807
5642,11033,2024-08-04 22:02:28,A,16
5643,18185,2025-02-09 14:45:21,A,575
5644,25220,2024-08-30 20:04:12,A,718
5645,16623,2025-12-22 11:26:48,A,1071
5646,4038,2023-06-28 23:59:43,A,437
5647,21804,2023-07-08 23:21:12,A,1097
5648,10038,2025-06-14 06:39:14,A,1171
5649,25667,2026-01-02 03:30:56,A,696
5650,19815,2024-06-07 15:32:33,A,702
