Casemasterid,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
3061,1.00E+17,202400001,31-01-2024,194,795,1,1,2,8,4,105,2024-01-30 03:44:00,2024-01-30 05:44:00,2024-01-31 09:44:00,12.306468,76.673285,Complainant reported being robbed at knife/gunpoint near a residential street.
7319,1.00E+17,202400002,23-04-2024,586,795,1,2,5,15,1,114,2024-04-22 20:04:00,2024-04-21 22:04:00,2024-04-23 15:04:00,12.309429,76.663478,Complainant reported a violent altercation involving a large group near the bus stand.
33832,1.00E+17,202400003,21-07-2024,563,795,1,2,2,5,2,106,2024-07-19 23:33:00,2024-07-19 23:33:00,2024-07-21 01:33:00,12.29819,76.663326,Complainant reported theft of personal property from a residential colony.
27023,1.00E+17,202400004,01-08-2024,1494,795,1,2,2,5,3,117,2024-08-01 01:57:00,2024-07-30 23:57:00,2024-08-01 05:57:00,12.310108,76.673129,Complainant reported theft of personal property from a highway stretch.
30424,1.00E+17,202400005,18-11-2024,709,795,1,2,2,7,1,104,2024-11-16 06:12:00,2024-11-18 01:12:00,2024-11-18 06:12:00,12.309499,76.673822,Complainant reported that unknown persons broke into the premises at a highway stretch and stole valuables.
10072,1.00E+17,202500001,16-07-2025,918,795,1,2,2,5,3,110,2025-07-14 17:59:00,2025-07-16 05:59:00,2025-07-16 17:59:00,12.293074,76.675994,Complainant reported theft of personal property from a residential colony.
8588,1.00E+17,202500002,04-12-2025,374,795,1,1,2,8,3,105,2025-12-04 13:54:00,2025-12-04 07:54:00,2025-12-04 13:54:00,12.296993,76.677162,Complainant reported being robbed at knife/gunpoint near a commercial complex.
29075,3.00E+17,202300001,30-03-2023,181,795,2,2,4,12,1,108,2023-03-29 08:41:00,2023-03-29 14:41:00,2023-03-30 00:41:00,12.3133,76.648625,Complainant reported losing money through a fraudulent online transaction.
9209,3.00E+17,202300002,16-08-2023,145,795,2,2,2,6,3,103,2023-08-16 06:29:00,2023-08-15 08:29:00,2023-08-16 23:29:00,12.315646,76.677278,Complainant reported that the accused snatched a gold chain from the victim near a residential street and fled on a two-wheeler.
36398,3.00E+17,202400001,18-04-2024,5,795,2,1,2,8,4,105,2024-04-17 00:26:00,2024-04-17 21:26:00,2024-04-18 07:26:00,12.320855,76.659641,Complainant reported being robbed at knife/gunpoint near the railway station area.
71,3.00E+17,202400002,09-07-2024,455,795,2,2,4,12,2,115,2024-07-08 20:28:00,2024-07-07 12:28:00,2024-07-09 08:28:00,12.31007,76.674271,Complainant reported losing money through a fraudulent online transaction.
30044,3.00E+17,202400003,18-08-2024,1083,795,2,2,1,3,4,113,2024-08-18 06:52:00,2024-08-17 18:52:00,2024-08-18 06:52:00,12.315639,76.671422,Complainant reported a physical assault causing serious injury to the victim at the main market.
30139,3.00E+17,202400004,26-12-2024,606,795,2,2,2,6,1,110,2024-12-25 00:52:00,2024-12-24 13:52:00,2024-12-26 00:52:00,12.30401,76.677206,Complainant reported that the accused snatched a gold chain from the victim near a residential colony and fled on a two-wheeler.
13936,3.00E+17,202500001,27-03-2025,1221,795,2,2,5,16,4,107,2025-03-27 05:09:00,2025-03-26 15:09:00,2025-03-27 09:09:00,12.318214,76.665784,Complainant reported an unauthorised gathering that turned disruptive near a highway stretch.
20170,3.00E+17,202500002,31-03-2025,1178,795,2,2,1,3,1,114,2025-03-30 22:58:00,2025-03-30 01:58:00,2025-03-31 21:58:00,12.30044,76.660048,Complainant reported a physical assault causing serious injury to the victim at a highway stretch.
31734,3.00E+17,202500003,09-06-2025,1168,795,2,1,1,2,3,105,2025-06-07 16:18:00,2025-06-08 13:18:00,2025-06-09 06:18:00,12.321924,76.676834,Complainant stated the accused attacked the victim with intent to kill near a highway stretch.
12315,3.00E+17,202500004,24-07-2025,247,795,2,2,2,7,1,110,2025-07-24 02:40:00,2025-07-23 12:40:00,2025-07-24 12:40:00,12.308076,76.665335,Complainant reported that unknown persons broke into the premises at a commercial complex and stole valuables.
35752,3.00E+17,202500005,02-10-2025,770,795,2,2,4,12,2,107,2025-10-02 13:21:00,2025-10-02 09:21:00,2025-10-02 15:21:00,12.290594,76.666483,Complainant reported losing money through a fraudulent online transaction.
37960,3.00E+17,202500006,02-11-2025,697,795,2,1,3,11,3,105,2025-11-01 14:33:00,2025-11-01 12:33:00,2025-11-02 05:33:00,12.296365,76.668917,Complainant reported an incident of sexual harassment near a residential street.
32320,4.00E+17,202400001,22-02-2024,371,795,3,2,1,3,2,114,2024-02-21 03:39:00,2024-02-22 12:39:00,2024-02-22 21:39:00,12.320128,76.657522,Complainant reported a physical assault causing serious injury to the victim at the railway station area.
37511,4.00E+17,202400002,30-12-2024,1268,795,3,2,2,5,2,113,2024-12-29 16:15:00,2024-12-29 14:15:00,2024-12-30 11:15:00,12.310662,76.677305,Complainant reported theft of personal property from a commercial complex.
29636,4.00E+17,202500001,16-02-2025,1380,795,3,2,2,7,1,116,2025-02-16 09:16:00,2025-02-15 16:16:00,2025-02-16 20:16:00,12.310479,76.662087,Complainant reported that unknown persons broke into the premises at a highway stretch and stole valuables.
30227,4.00E+17,202500002,27-08-2025,869,795,3,1,3,11,1,105,2025-08-26 07:22:00,2025-08-27 02:22:00,2025-08-27 09:22:00,12.30838,76.676899,Complainant reported an incident of sexual harassment near a commercial complex.
2166,4.00E+17,202500003,18-11-2025,849,795,3,2,2,5,4,114,2025-11-16 18:20:00,2025-11-16 20:20:00,2025-11-18 15:20:00,12.310902,76.667293,Complainant reported theft of personal property from a commercial complex.
34813,8.00E+17,202300001,19-06-2023,1278,795,4,2,2,7,1,116,2023-06-17 16:18:00,2023-06-18 08:18:00,2023-06-19 11:18:00,12.319837,76.672476,Complainant reported that unknown persons broke into the premises at a commercial complex and stole valuables.
14347,8.00E+17,202400001,12-02-2024,566,795,4,2,2,7,4,107,2024-02-12 07:50:00,2024-02-12 03:50:00,2024-02-12 22:50:00,12.296247,76.673641,Complainant reported that unknown persons broke into the premises at a residential colony and stole valuables.
33116,8.00E+17,202400002,18-02-2024,962,795,4,1,2,8,4,101,2024-02-17 12:08:00,2024-02-17 06:08:00,2024-02-18 18:08:00,12.317772,76.654954,Complainant reported being robbed at knife/gunpoint near the railway station area.
37595,8.00E+17,202400003,29-07-2024,602,795,4,2,2,5,2,106,2024-07-27 17:34:00,2024-07-29 03:34:00,2024-07-29 14:34:00,12.285589,76.656908,Complainant reported theft of personal property from a commercial complex.
26587,8.00E+17,202400004,09-09-2024,916,795,4,2,2,7,3,113,2024-09-09 00:14:00,2024-09-09 12:14:00,2024-09-09 13:14:00,12.307251,76.677425,Complainant reported that unknown persons broke into the premises at the main market and stole valuables.
32695,8.00E+17,202400005,16-10-2024,1176,795,4,2,2,7,3,113,2024-10-16 05:27:00,2024-10-14 23:27:00,2024-10-16 15:27:00,12.299366,76.672878,Complainant reported that unknown persons broke into the premises at a residential street and stole valuables.
35884,8.00E+17,202400006,24-10-2024,480,795,4,1,3,10,4,105,2024-10-22 17:34:00,2024-10-22 19:34:00,2024-10-24 07:34:00,12.279352,76.66913,Complainant reported ongoing harassment for dowry by the accused and family.
30164,8.00E+17,202400007,01-12-2024,942,795,4,2,2,6,1,111,2024-11-30 16:26:00,2024-11-30 10:26:00,2024-12-01 17:26:00,12.304209,76.688313,Complainant reported that the accused snatched a gold chain from the victim near a commercial complex and fled on a two-wheeler.
31424,8.00E+17,202500001,06-04-2025,719,795,4,2,4,13,2,109,2025-04-06 02:49:00,2025-04-04 20:49:00,2025-04-06 16:49:00,12.289355,76.667182,Complainant reported being coerced over video call by persons impersonating law enforcement officials into transferring money.
8672,8.00E+17,202500002,07-06-2025,842,795,4,2,2,5,4,110,2025-06-07 10:26:00,2025-06-07 16:26:00,2025-06-07 22:26:00,12.289294,76.66183,Complainant reported theft of personal property from a residential colony.
9939,8.00E+17,202500003,26-07-2025,97,795,4,1,1,4,2,105,2025-07-26 12:26:00,2025-07-24 23:26:00,2025-07-26 16:26:00,12.291264,76.690335,Complainant reported that the victim was forcibly taken away from a commercial complex.
11968,1.00E+17,202300001,01-02-2023,208,796,1,2,2,7,2,104,2023-02-01 00:40:00,2023-01-31 00:40:00,2023-02-01 04:40:00,12.310847,76.654681,Complainant reported that unknown persons broke into the premises at the railway station area and stole valuables.
38448,1.00E+17,202300002,14-10-2023,757,796,1,2,2,5,1,106,2023-10-13 06:22:00,2023-10-13 17:22:00,2023-10-14 17:22:00,12.313975,76.645469,Complainant reported theft of personal property from the main market.
13949,1.00E+17,202400001,10-04-2024,1412,796,1,2,1,3,4,112,2024-04-09 16:05:00,2024-04-08 22:05:00,2024-04-10 09:05:00,12.324955,76.663194,Complainant reported a physical assault causing serious injury to the victim at a highway stretch.
35045,1.00E+17,202400002,30-04-2024,320,796,1,1,2,8,2,101,2024-04-29 02:53:00,2024-04-29 16:53:00,2024-04-30 10:53:00,12.323582,76.644612,Complainant reported being robbed at knife/gunpoint near the railway station area.
22891,1.00E+17,202500001,28-01-2025,1371,796,1,1,1,4,4,101,2025-01-27 17:51:00,2025-01-28 10:51:00,2025-01-28 10:51:00,12.325756,76.66699,Complainant reported that the victim was forcibly taken away from the main market.
36763,1.00E+17,202500002,06-05-2025,1079,796,1,2,2,5,3,102,2025-05-06 15:55:00,2025-05-05 04:55:00,2025-05-06 23:55:00,12.312079,76.665742,Complainant reported theft of personal property from the main market.
21250,1.00E+17,202500003,02-08-2025,1379,796,1,2,2,6,4,106,2025-08-01 15:24:00,2025-08-02 07:24:00,2025-08-02 22:24:00,12.31713,76.640852,Complainant reported that the accused snatched a gold chain from the victim near a residential colony and fled on a two-wheeler.
20265,3.00E+17,202300001,17-06-2023,1355,796,2,2,2,6,2,102,2023-06-17 12:47:00,2023-06-17 12:47:00,2023-06-17 20:47:00,12.312575,76.651977,Complainant reported that the accused snatched a gold chain from the victim near a commercial complex and fled on a two-wheeler.
72,3.00E+17,202300002,10-09-2023,172,796,2,2,4,12,4,113,2023-09-09 19:39:00,2023-09-09 23:39:00,2023-09-10 13:39:00,12.315257,76.667003,Complainant reported losing money through a fraudulent online transaction.
31608,3.00E+17,202300003,08-10-2023,84,796,2,1,1,4,2,101,2023-10-07 10:23:00,2023-10-06 19:23:00,2023-10-08 08:23:00,12.297989,76.652356,Complainant reported that the victim was forcibly taken away from a residential colony.
19857,3.00E+17,202400001,25-02-2024,83,796,2,2,2,6,3,113,2024-02-24 01:53:00,2024-02-23 22:53:00,2024-02-25 10:53:00,12.306184,76.649003,Complainant reported that the accused snatched a gold chain from the victim near a highway stretch and fled on a two-wheeler.
32528,3.00E+17,202400002,26-05-2024,493,796,2,2,1,3,3,110,2024-05-24 16:38:00,2024-05-24 18:38:00,2024-05-26 10:38:00,12.306172,76.657473,Complainant reported a physical assault causing serious injury to the victim at a residential colony.
25029,3.00E+17,202400003,16-09-2024,306,796,2,2,2,6,2,115,2024-09-16 09:04:00,2024-09-15 15:04:00,2024-09-16 23:04:00,12.319635,76.660275,Complainant reported that the accused snatched a gold chain from the victim near a highway stretch and fled on a two-wheeler.
14231,3.00E+17,202400004,25-11-2024,232,796,2,1,2,8,3,105,2024-11-24 12:15:00,2024-11-24 22:15:00,2024-11-25 17:15:00,12.316259,76.663009,Complainant reported being robbed at knife/gunpoint near a residential street.
38431,3.00E+17,202400005,03-12-2024,1163,796,2,2,2,5,4,102,2024-12-03 07:33:00,2024-12-02 11:33:00,2024-12-03 11:33:00,12.338206,76.658151,Complainant reported theft of personal property from a highway stretch.
13126,4.00E+17,202300001,19-02-2023,753,796,3,2,2,5,3,107,2023-02-17 20:16:00,2023-02-18 17:16:00,2023-02-19 19:16:00,12.324614,76.666433,Complainant reported theft of personal property from a residential colony.
26149,4.00E+17,202300002,31-07-2023,21,796,3,1,3,10,4,105,2023-07-30 07:55:00,2023-07-30 10:55:00,2023-07-31 12:55:00,12.332181,76.662397,Complainant reported ongoing harassment for dowry by the accused and family.
4752,4.00E+17,202300003,12-08-2023,1021,796,3,1,1,4,3,101,2023-08-10 05:32:00,2023-08-11 01:32:00,2023-08-12 03:32:00,12.30596,76.65984,Complainant reported that the victim was forcibly taken away from the railway station area.
23170,4.00E+17,202300004,08-09-2023,463,796,3,2,2,5,1,106,2023-09-07 19:14:00,2023-09-07 06:14:00,2023-09-08 18:14:00,12.316914,76.664943,Complainant reported theft of personal property from the railway station area.
10000,4.00E+17,202300005,27-09-2023,271,796,3,2,4,14,4,104,2023-09-25 11:41:00,2023-09-25 12:41:00,2023-09-27 06:41:00,12.305669,76.669455,Complainant reported that their personal identification documents were misused by an unknown person.
443,4.00E+17,202400001,19-03-2024,557,796,3,2,2,6,1,106,2024-03-19 05:20:00,2024-03-18 03:20:00,2024-03-19 22:20:00,12.314455,76.665185,Complainant reported that the accused snatched a gold chain from the victim near the railway station area and fled on a two-wheeler.
7095,4.00E+17,202400002,15-12-2024,1121,796,3,2,2,5,4,109,2024-12-14 22:00:00,2024-12-14 15:00:00,2024-12-15 22:00:00,12.3175,76.658018,Complainant reported theft of personal property from the railway station area.
34759,4.00E+17,202500001,01-02-2025,273,796,3,2,2,5,4,102,2025-02-01 00:27:00,2025-01-31 07:27:00,2025-02-01 09:27:00,12.316741,76.663512,Complainant reported theft of personal property from a residential street.
6789,4.00E+17,202500002,02-04-2025,1371,796,3,2,2,7,3,112,2025-04-01 19:20:00,2025-04-02 02:20:00,2025-04-02 11:20:00,12.333989,76.636618,Complainant reported that unknown persons broke into the premises at the railway station area and stole valuables.
39264,4.00E+17,202500003,24-07-2025,83,796,3,2,2,5,3,110,2025-07-23 17:45:00,2025-07-24 06:45:00,2025-07-24 09:45:00,12.319803,76.657231,Complainant reported theft of personal property from the bus stand.
39280,4.00E+17,202500004,10-12-2025,600,796,3,2,3,9,4,103,2025-12-09 17:19:00,2025-12-09 22:19:00,2025-12-10 03:19:00,12.312632,76.633159,Complainant reported being physically assaulted by the accused near the bus stand.
10086,8.00E+17,202400001,19-02-2024,101,796,4,2,1,3,2,112,2024-02-17 08:33:00,2024-02-17 21:33:00,2024-02-19 03:33:00,12.320205,76.655542,Complainant reported a physical assault causing serious injury to the victim at the main market.
13141,8.00E+17,202400002,22-04-2024,145,796,4,2,1,3,3,109,2024-04-20 22:38:00,2024-04-20 23:38:00,2024-04-22 09:38:00,12.306059,76.657216,Complainant reported a physical assault causing serious injury to the victim at a residential colony.
33842,8.00E+17,202400003,16-11-2024,116,796,4,2,2,5,3,102,2024-11-15 16:48:00,2024-11-15 21:48:00,2024-11-16 12:48:00,12.311475,76.639368,Complainant reported theft of personal property from a highway stretch.
33073,8.00E+17,202400004,17-12-2024,695,796,4,2,2,5,1,116,2024-12-17 08:18:00,2024-12-17 04:18:00,2024-12-17 23:18:00,12.315285,76.662592,Complainant reported theft of personal property from a residential street.
28130,8.00E+17,202500001,02-03-2025,614,796,4,2,2,5,3,110,2025-03-01 12:53:00,2025-03-01 03:53:00,2025-03-02 04:53:00,12.30891,76.659409,Complainant reported theft of personal property from a commercial complex.
18497,8.00E+17,202500002,17-09-2025,568,796,4,2,2,6,3,106,2025-09-16 06:41:00,2025-09-16 10:41:00,2025-09-17 10:41:00,12.315484,76.667247,Complainant reported that the accused snatched a gold chain from the victim near a residential colony and fled on a two-wheeler.
24810,8.00E+17,202500003,27-09-2025,325,796,4,2,4,12,2,103,2025-09-26 20:12:00,2025-09-25 16:12:00,2025-09-27 07:12:00,12.313366,76.664803,Complainant reported losing money through a fraudulent online transaction.
12784,1.00E+17,202300001,06-03-2023,622,797,1,2,2,5,4,117,2023-03-06 08:38:00,2023-03-05 05:38:00,2023-03-06 19:38:00,12.323656,76.700617,Complainant reported theft of personal property from the bus stand.
6908,1.00E+17,202400001,25-07-2024,1419,797,1,2,4,12,1,102,2024-07-24 22:57:00,2024-07-24 17:57:00,2024-07-25 17:57:00,12.322422,76.674094,Complainant reported losing money through a fraudulent online transaction.
10804,1.00E+17,202400002,13-09-2024,353,797,1,1,3,10,3,105,2024-09-12 04:21:00,2024-09-11 17:21:00,2024-09-13 00:21:00,12.325785,76.673664,Complainant reported ongoing harassment for dowry by the accused and family.
36937,1.00E+17,202400003,14-10-2024,1432,797,1,2,2,7,2,115,2024-10-14 15:15:00,2024-10-14 12:15:00,2024-10-14 17:15:00,12.314303,76.68822,Complainant reported that unknown persons broke into the premises at a residential colony and stole valuables.
7770,1.00E+17,202400004,11-11-2024,593,797,1,2,2,5,3,104,2024-11-11 10:21:00,2024-11-11 04:21:00,2024-11-11 18:21:00,12.296164,76.673769,Complainant reported theft of personal property from the main market.
39956,1.00E+17,202500001,01-02-2025,350,797,1,2,5,16,3,115,2025-01-31 22:38:00,2025-01-31 03:38:00,2025-02-01 22:38:00,12.313372,76.682366,Complainant reported an unauthorised gathering that turned disruptive near a residential colony.
31369,1.00E+17,202500002,25-02-2025,90,797,1,2,2,5,3,103,2025-02-24 05:17:00,2025-02-24 19:17:00,2025-02-25 06:17:00,12.304899,76.686423,Complainant reported theft of personal property from a commercial complex.
3063,1.00E+17,202500003,27-08-2025,1280,797,1,1,2,8,1,101,2025-08-26 02:45:00,2025-08-26 21:45:00,2025-08-27 22:45:00,12.333351,76.664618,Complainant reported being robbed at knife/gunpoint near the main market.
23853,1.00E+17,202500004,25-09-2025,928,797,1,2,2,7,3,108,2025-09-25 08:23:00,2025-09-24 05:23:00,2025-09-25 18:23:00,12.328696,76.686105,Complainant reported that unknown persons broke into the premises at the bus stand and stole valuables.
22127,1.00E+17,202500005,05-10-2025,574,797,1,2,2,5,4,117,2025-10-03 23:43:00,2025-10-04 12:43:00,2025-10-05 08:43:00,12.336193,76.666255,Complainant reported theft of personal property from a highway stretch.
6872,1.00E+17,202500006,28-11-2025,261,797,1,2,2,7,2,103,2025-11-27 14:44:00,2025-11-26 13:44:00,2025-11-28 04:44:00,12.310694,76.69597,Complainant reported that unknown persons broke into the premises at the bus stand and stole valuables.
15194,1.00E+17,202500007,07-12-2025,739,797,1,2,2,7,4,111,2025-12-06 01:23:00,2025-12-07 13:23:00,2025-12-07 20:23:00,12.318571,76.67567,Complainant reported that unknown persons broke into the premises at a residential colony and stole valuables.
39782,3.00E+17,202300001,12-02-2023,366,797,2,1,1,1,2,101,2023-02-11 15:27:00,2023-02-11 05:27:00,2023-02-12 16:27:00,12.333121,76.669252,Complainant reported that the victim was found dead with injuries under suspicious circumstances near the bus stand.
36345,3.00E+17,202300002,15-05-2023,1493,797,2,2,3,9,3,114,2023-05-14 01:11:00,2023-05-14 17:11:00,2023-05-15 05:11:00,12.324132,76.689861,Complainant reported being physically assaulted by the accused near a highway stretch.
36320,3.00E+17,202300003,29-07-2023,1094,797,2,2,2,5,2,103,2023-07-29 06:15:00,2023-07-28 09:15:00,2023-07-29 09:15:00,12.312579,76.675944,Complainant reported theft of personal property from a residential colony.
4771,3.00E+17,202300004,01-08-2023,1057,797,2,2,3,9,2,109,2023-07-31 22:32:00,2023-07-31 20:32:00,2023-08-01 17:32:00,12.315523,76.673205,Complainant reported being physically assaulted by the accused near the bus stand.
22344,3.00E+17,202300005,29-09-2023,281,797,2,2,2,6,4,116,2023-09-29 19:46:00,2023-09-28 10:46:00,2023-09-29 19:46:00,12.338646,76.694995,Complainant reported that the accused snatched a gold chain from the victim near a commercial complex and fled on a two-wheeler.
15251,3.00E+17,202400001,22-04-2024,1008,797,2,2,4,12,3,106,2024-04-21 22:52:00,2024-04-22 02:52:00,2024-04-22 03:52:00,12.329368,76.686266,Complainant reported losing money through a fraudulent online transaction.
35384,3.00E+17,202400002,14-09-2024,566,797,2,2,2,5,2,102,2024-09-13 04:56:00,2024-09-13 14:56:00,2024-09-14 12:56:00,12.331839,76.674221,Complainant reported theft of personal property from a highway stretch.
4590,3.00E+17,202500001,23-04-2025,1231,797,2,1,1,4,1,101,2025-04-22 11:11:00,2025-04-21 20:11:00,2025-04-23 05:11:00,12.329172,76.667991,Complainant reported that the victim was forcibly taken away from a commercial complex.
4668,4.00E+17,202300001,18-02-2023,1190,797,3,2,2,5,3,113,2023-02-17 05:26:00,2023-02-16 18:26:00,2023-02-18 02:26:00,12.317204,76.680076,Complainant reported theft of personal property from a residential colony.
23970,4.00E+17,202300002,19-02-2023,187,797,3,2,2,5,1,102,2023-02-18 08:53:00,2023-02-17 19:53:00,2023-02-19 12:53:00,12.31618,76.668217,Complainant reported theft of personal property from the bus stand.
9776,4.00E+17,202300003,01-03-2023,254,797,3,2,2,7,3,114,2023-02-28 22:38:00,2023-02-27 22:38:00,2023-03-01 09:38:00,12.319671,76.692407,Complainant reported that unknown persons broke into the premises at a commercial complex and stole valuables.
14695,4.00E+17,202300004,20-03-2023,1029,797,3,2,2,5,1,106,2023-03-20 07:44:00,2023-03-19 11:44:00,2023-03-20 11:44:00,12.342361,76.680618,Complainant reported theft of personal property from a highway stretch.
10721,4.00E+17,202300005,14-07-2023,164,797,3,1,3,11,2,105,2023-07-12 09:03:00,2023-07-13 17:03:00,2023-07-14 01:03:00,12.332612,76.675309,Complainant reported an incident of sexual harassment near the railway station area.
25500,4.00E+17,202400001,12-05-2024,1364,797,3,2,2,5,3,114,2024-05-10 09:39:00,2024-05-10 10:39:00,2024-05-12 04:39:00,12.306134,76.672009,Complainant reported theft of personal property from the main market.
11289,4.00E+17,202400002,21-05-2024,505,797,3,1,3,11,3,105,2024-05-20 21:59:00,2024-05-19 04:59:00,2024-05-21 00:59:00,12.323707,76.682354,Complainant reported an incident of sexual harassment near the bus stand.
10989,4.00E+17,202400003,15-07-2024,245,797,3,2,2,6,1,107,2024-07-14 17:58:00,2024-07-15 15:58:00,2024-07-15 18:58:00,12.32578,76.678128,Complainant reported that the accused snatched a gold chain from the victim near the railway station area and fled on a two-wheeler.
2167,4.00E+17,202500001,15-02-2025,52,797,3,2,2,5,2,112,2025-02-14 15:08:00,2025-02-13 08:08:00,2025-02-15 02:08:00,12.321044,76.684383,Complainant reported theft of personal property from the railway station area.
27020,4.00E+17,202500002,02-07-2025,57,797,3,1,1,4,1,105,2025-06-30 23:39:00,2025-07-02 07:39:00,2025-07-02 11:39:00,12.313151,76.688965,Complainant reported that the victim was forcibly taken away from the main market.
11928,4.00E+17,202500003,16-09-2025,1099,797,3,2,2,6,1,107,2025-09-16 09:30:00,2025-09-15 04:30:00,2025-09-16 18:30:00,12.320926,76.701615,Complainant reported that the accused snatched a gold chain from the victim near a residential street and fled on a two-wheeler.
18414,8.00E+17,202300001,17-05-2023,745,797,4,1,1,1,2,101,2023-05-17 01:57:00,2023-05-16 21:57:00,2023-05-17 17:57:00,12.323637,76.676142,Complainant reported that the victim was found dead with injuries under suspicious circumstances near a commercial complex.
32313,8.00E+17,202300002,16-11-2023,419,797,4,2,4,13,4,117,2023-11-15 18:50:00,2023-11-16 01:50:00,2023-11-16 12:50:00,12.321163,76.676242,Complainant reported being coerced over video call by persons impersonating law enforcement officials into transferring money.
13671,8.00E+17,202400001,27-03-2024,561,797,4,1,1,2,2,101,2024-03-27 00:21:00,2024-03-27 09:21:00,2024-03-27 14:21:00,12.332862,76.680521,Complainant stated the accused attacked the victim with intent to kill near a commercial complex.
15647,8.00E+17,202400002,20-07-2024,472,797,4,1,2,8,3,101,2024-07-18 21:43:00,2024-07-20 12:43:00,2024-07-20 21:43:00,12.336661,76.685588,Complainant reported being robbed at knife/gunpoint near a highway stretch.
29004,8.00E+17,202400003,27-08-2024,622,797,4,2,1,3,3,111,2024-08-25 20:00:00,2024-08-26 23:00:00,2024-08-27 13:00:00,12.327105,76.684674,Complainant reported a physical assault causing serious injury to the victim at a commercial complex.
3990,8.00E+17,202400004,27-11-2024,51,797,4,1,1,4,4,105,2024-11-25 22:39:00,2024-11-26 19:39:00,2024-11-27 11:39:00,12.338753,76.687511,Complainant reported that the victim was forcibly taken away from a highway stretch.
5970,8.00E+17,202500001,15-01-2025,209,797,4,2,2,5,4,115,2025-01-14 11:17:00,2025-01-14 23:17:00,2025-01-15 13:17:00,12.329596,76.685171,Complainant reported theft of personal property from the bus stand.
26750,1.00E+17,202300001,07-07-2023,62,798,1,2,2,7,1,103,2023-07-07 03:59:00,2023-07-06 07:59:00,2023-07-07 15:59:00,12.301151,76.690392,Complainant reported that unknown persons broke into the premises at the bus stand and stole valuables.
4469,1.00E+17,202300002,22-07-2023,529,798,1,1,1,2,3,105,2023-07-21 00:41:00,2023-07-22 10:41:00,2023-07-22 19:41:00,12.317959,76.670954,Complainant stated the accused attacked the victim with intent to kill near the main market.
18875,1.00E+17,202400001,21-01-2024,1266,798,1,2,2,5,1,108,2024-01-20 01:49:00,2024-01-19 07:49:00,2024-01-21 03:49:00,12.312391,76.641699,Complainant reported theft of personal property from the main market.
729,1.00E+17,202400002,23-03-2024,288,798,1,2,4,12,2,104,2024-03-22 11:36:00,2024-03-22 19:36:00,2024-03-23 04:36:00,12.310024,76.665434,Complainant reported losing money through a fraudulent online transaction.
34347,1.00E+17,202400003,09-06-2024,684,798,1,2,2,7,1,107,2024-06-07 23:11:00,2024-06-08 03:11:00,2024-06-09 13:11:00,12.304449,76.656359,Complainant reported that unknown persons broke into the premises at a residential street and stole valuables.
8639,1.00E+17,202500001,23-08-2025,47,798,1,2,4,12,2,106,2025-08-21 12:11:00,2025-08-21 10:11:00,2025-08-23 00:11:00,12.309285,76.67239,Complainant reported losing money through a fraudulent online transaction.
79,3.00E+17,202300001,02-02-2023,1159,798,2,2,4,12,1,104,2023-02-02 03:00:00,2023-01-31 18:00:00,2023-02-02 10:00:00,12.325235,76.666385,Complainant reported losing money through a fraudulent online transaction.
17546,3.00E+17,202300002,09-02-2023,1223,798,2,2,2,7,1,117,2023-02-09 20:02:00,2023-02-09 17:02:00,2023-02-09 22:02:00,12.307004,76.661051,Complainant reported that unknown persons broke into the premises at the railway station area and stole valuables.
32302,3.00E+17,202300003,08-05-2023,1376,798,2,2,2,5,2,110,2023-05-06 13:49:00,2023-05-07 10:49:00,2023-05-08 08:49:00,12.313673,76.666855,Complainant reported theft of personal property from the bus stand.
29500,3.00E+17,202300004,23-12-2023,688,798,2,2,1,3,3,106,2023-12-22 02:25:00,2023-12-22 22:25:00,2023-12-23 14:25:00,12.317027,76.660281,Complainant reported a physical assault causing serious injury to the victim at a highway stretch.
39182,3.00E+17,202300005,25-12-2023,142,798,2,2,2,5,4,111,2023-12-24 03:43:00,2023-12-25 18:43:00,2023-12-25 21:43:00,12.317971,76.669177,Complainant reported theft of personal property from a highway stretch.
33576,3.00E+17,202400001,03-04-2024,196,798,2,2,4,12,3,104,2024-04-03 00:26:00,2024-04-01 15:26:00,2024-04-03 00:26:00,12.308727,76.64748,Complainant reported losing money through a fraudulent online transaction.
23781,3.00E+17,202400002,22-07-2024,529,798,2,2,2,7,3,103,2024-07-22 07:06:00,2024-07-22 07:06:00,2024-07-22 16:06:00,12.303828,76.680351,Complainant reported that unknown persons broke into the premises at the bus stand and stole valuables.
22854,3.00E+17,202500001,03-01-2025,604,798,2,1,3,11,4,105,2025-01-02 12:11:00,2025-01-02 17:11:00,2025-01-03 10:11:00,12.295742,76.67785,Complainant reported an incident of sexual harassment near the bus stand.
10560,3.00E+17,202500002,15-01-2025,757,798,2,2,2,5,4,112,2025-01-13 06:28:00,2025-01-14 20:28:00,2025-01-15 02:28:00,12.295392,76.656943,Complainant reported theft of personal property from a highway stretch.
5572,3.00E+17,202500003,19-05-2025,351,798,2,2,4,12,2,115,2025-05-17 09:30:00,2025-05-18 15:30:00,2025-05-19 09:30:00,12.308931,76.682498,Complainant reported losing money through a fraudulent online transaction.
